"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text94854.1","Such typically British weather - can rely on rain on great occasions.","LPNorthover",733054578934054912,"2016-05-18T22:00:05Z","Such typically British weather - can rely on rain on great occasions. Good thing the Queen's carriage has a cover... https://t.co/JtgWkRhiFQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1453429.2","It is so damaging to the environment and is one of the reasons we experience flooding.","RachaelMaskell",1212875036291477504,"2020-01-02T23:15:17Z","I will continue to raise this in Parliament. It is so damaging to the environment and is one of the reasons we experience flooding.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text230917.1","@stephenfry @ChapterCatcher Thank you for making tonight's @ChapterCatcher launch so indescribably wonderful, Stephen 💛","johnbirdswords",1139284993195356160,"2019-06-13T21:34:43Z","@stephenfry @ChapterCatcher Thank you for making tonight's @ChapterCatcher launch so indescribably wonderful, Stephen 💛",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1917083.2","So many talented musicians ⁦@HaringeyYMusic⁩ https://t.co/D1XTW5oF6B","CatherineWest1",1543699825518075904,"2022-07-03T20:54:53Z","Delightful to be back ⁦@HornseySchool⁩ this evening for a wonderful concert of big band and piano concerto, flute soloist. So many talented musicians ⁦@HaringeyYMusic⁩ https://t.co/D1XTW5oF6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text871056.2","I don't believe the measures are what is needed to drive down the levels of the virus.","jeremycorbyn",1333861812673138688,"2020-12-01T19:53:32Z","I voted against the Government's proposals tonight. 

I don't believe the measures are what is needed to drive down the levels of the virus.

The financial support packages being offered are inadequate, inconsistent and unfair to many areas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text481702.2","Thank you to all the volunteers without whom this would never happen 😘 https://t.co/TedbJCihO4","LordPeterHendy",1166673121149095936,"2019-08-28T11:25:22Z","RT @ImberbusUK: Wow! Thank you to all the volunteers without whom this would never happen 😘
https://t.co/TedbJCihO4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text351678.1","Here is how the @LibDems are already delivering on what Labour are proposing #strongereconomy #FairerSociety http://t.co/7Exm1yIOoi","TheDon_Foster",484767842337050624,"2014-07-03T18:37:14Z","Here is how the @LibDems are already delivering on what Labour are proposing #strongereconomy #FairerSociety http://t.co/7Exm1yIOoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1139898.1","Government unveils taskforce chair to boost older people's housing https://t.co/cILv99fcO5","griffitha",1643470483462017024,"2023-04-05T04:27:52Z","Government unveils taskforce chair to boost older people's housing https://t.co/cILv99fcO5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1353209.1","2/2 Roy demonstrated an interactive project using augmented reality to help empower patients in relation to Denture Treatment.","Pauline_Latham",1105126995493642240,"2019-03-11T15:23:02Z","2/2 Roy demonstrated an interactive project using augmented reality to help empower patients in relation to Denture Treatment. Well done Roy, for your very impressive project! And good luck in your finals!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text849106.2","I look forward to working with PM to deliver @Conservatives ambitious agenda in 2019 manifesto, which I campaigned for across 🇬🇧 with colleagues https://t.co/87EtI0RGWu","Rehman_Chishti",1307985278955593728,"2020-09-21T10:09:26Z","As per letter, my resignation on point of principle over policy difference does not affect my admiration &amp; respect for @BorisJohnson. I look forward to working with PM to deliver @Conservatives ambitious agenda in 2019 manifesto, which I campaigned for across 🇬🇧 with colleagues https://t.co/87EtI0RGWu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1231716.1","@lancew Data isn’t shared but you can use for other purposes in contacting those people.","pauljholmes",1547960967471833088,"2022-07-15T15:07:09Z","@lancew Data isn’t shared but you can use for other purposes in contacting those people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1950437.1","That ws probably the most right wing financial statement we have heard since Thatcher.","PeteWishart",1573235834798723072,"2022-09-23T09:00:26Z","That ws probably the most right wing financial statement we have heard since Thatcher. God help us…..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1548685.1","Pop in to say hello at the next Pint with your MP on Sunday 29 January at The Stag, Fratton.","StephenMorganMP",1614348391936397312,"2023-01-14T19:47:04Z","Pop in to say hello at the next Pint with your MP on Sunday 29 January at The Stag, Fratton. Come along for a chat over a pint or lemonade! Booking essential👇🏻
https://t.co/yyYPjgeTcy https://t.co/hxExBYEx0G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1692016.1","Any A level student unhappy about their grade should appeal or sit the exam.","johnredwood",1294538836836528128,"2020-08-15T07:38:04Z","Any A level student unhappy about their grade should appeal or sit the exam. Glad schools can help students provide evidence needed to get an upgrade where there is a good case.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1064088.1","@LeaValleyGrower @PRSD @KevinFoster The Seasonal Agricultural Workers visa was 6 months pre-brexit, the core is it meant to be seasonal, not residential in the UK, there are some other temporary routes which don't carry settlement rights, eg Youth Mobility, with varying lengths, all carry the IHS requirement.","kevin_j_foster",1629864718558015488,"2023-02-26T15:23:24Z","@LeaValleyGrower @PRSD @KevinFoster The Seasonal Agricultural Workers visa was 6 months pre-brexit, the core is it meant to be seasonal, not residential in the UK, there are some other temporary routes which don't carry settlement rights, eg Youth Mobility, with varying lengths, all carry the IHS requirement.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1412546.2","Natural Flood Management is essential in Calderdale and they do it so well.","HollyLynch5",1429542545827237888,"2021-08-22T20:34:37Z","Loved being out with @slowtheflow_UK this morning with their volunteers and a lovely bunch from @infostaugs. Natural Flood Management is essential in Calderdale and they do it so well. Stuffing gullies and building leaky dams today. https://t.co/H9ADL5McDH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text445962.1","Good thread on the eco-vandalism of @EalingCouncil and why they need voting out at the first opportunity.","GreenJennyJones",1634036873348751360,"2023-03-10T03:42:04Z","Good thread on the eco-vandalism of @EalingCouncil and why they need voting out at the first opportunity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1000895.2","S Shrops GP practices will release details of their accelerated vaccination programme soon.","Dunne4Ludlow",1470315333361745920,"2021-12-13T08:51:07Z","Please do NOT call your GP practice to inquire about booster appointments. S Shrops GP practices will release details of their accelerated vaccination programme soon. NHS Booking System now open for 30+ to ring 61 days from second vaccine to get your booster dose from 91 days.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text593413.1","Iran: “Frightening” number of executions as UN Human Rights Chief Volker Türk  calls for end to death penalty | In recent days there has been a staggering &amp; truly shocking rise in executions in Iran  https://t.co/5jFETA8MGx","DavidAltonHL",1656665313658937344,"2023-05-11T14:19:24Z","Iran: “Frightening” number of executions as UN Human Rights Chief Volker Türk  calls for end to death penalty | In recent days there has been a staggering &amp; truly shocking rise in executions in Iran  https://t.co/5jFETA8MGx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text421759.2","Just look at what is actually the smallest portion of where our tax goes!","lordtev",963508807082168320,"2018-02-13T20:22:55Z","RT @polbikers: Just had my annual tax statement. Just look at what is actually the smallest portion of where our tax goes!

And these are H…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text632157.3","A Labour government would close loopholes in the Hunting Act to protect British wildlife.  https://t.co/z8dMvvbLM0","SueHayman1",1108377630401798144,"2019-03-20T14:39:54Z","In the #WildlifeCrime debate now. Hearing evidence on how the Hunting Act needs to be strengthened. 

A Labour government would close loopholes in the Hunting Act to protect British wildlife.

https://t.co/z8dMvvbLM0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text765632.2","I have been pushing for more police resources to ensure the fraudsters and scammers are brought to justice.","ABridgen",1491388639330578432,"2022-02-09T12:28:54Z","Fraud is the fastest growing crime, damaging individuals and businesses. I have been pushing for more police resources to ensure the fraudsters and scammers are brought to justice.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text185608.2","We must urgently implement the recommendations from this report without delay &amp; I call on gov't to now appoint a dedicated VAWG minister.   https://t.co/N71vl9F9HS","VictimsComm",1441365312381734912,"2021-09-24T11:34:04Z","Sabina Nessa was killed the very day @HMICFRS reported that there is an epidemic of violence against women &amp; girls.

We must urgently implement the recommendations from this report without delay &amp; I call on gov't to now appoint a dedicated VAWG minister. 

https://t.co/N71vl9F9HS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1591094.1","Such an important subject and so much more still needs to be done","carolinenokes",1514615522918207488,"2022-04-14T14:44:15Z","Such an important subject and so much more still needs to be done",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1276809.2","Report it on the 'Grot Spot' page on my website 👉 https://t.co/3Fqqj1Yx4O  🚮🌿 Through working with local authorities, residents and businesses, we are helping keep the Workington Constituency clean. https://t.co/eaORF7HuwO","markjenkinsonmp",1590766401287262208,"2022-11-10T18:00:39Z","🔎 Have you noticed an unattractive or untidy space in your local area? 

Report it on the 'Grot Spot' page on my website 👉 https://t.co/3Fqqj1Yx4O

🚮🌿 Through working with local authorities, residents and businesses, we are helping keep the Workington Constituency clean. https://t.co/eaORF7HuwO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text263910.2","Very, very funny take on @Peston by @hugorifkind http://t.co/z0Z5RiCVN1","1SVN",652782191756353536,"2015-10-10T09:46:17Z","My week Robert Peston* via @thetimes.  Very, very funny take on @Peston by @hugorifkind http://t.co/z0Z5RiCVN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text817370.1","Every year, thousands of people die because of alcohol and many more are harmed.","DanCardenMP",1506691797455622144,"2022-03-23T17:58:12Z","Every year, thousands of people die because of alcohol and many more are harmed. These harms affect children, families, communities and society.

To understand the scale of alcohol harm, I am calling for a Dame Carol Black style review of alcohol to inform a new Alcohol Strategy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text674293.1","Well done Stormzy supporting students to go to university #BlackLivesMatter👩🏾‍🎓 https://t.co/CS6YN9SqaH","HackneyAbbott",1421048555901493248,"2021-07-30T10:02:32Z","Well done Stormzy supporting students to go to university #BlackLivesMatter👩🏾‍🎓 https://t.co/CS6YN9SqaH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1567299.1","Loving this new @poppyscotland badge  I picked up at this year's #scottishpoppyappeal London launch at Dover House tonight https://t.co/ox1mPIoDOf","DavidMundellDCT",1582094481771225088,"2022-10-17T19:41:33Z","Loving this new @poppyscotland badge  I picked up at this year's #scottishpoppyappeal London launch at Dover House tonight https://t.co/ox1mPIoDOf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1862716.2","Here’s a quick look at the numbers. (1/6) https://t.co/lKTdjC1L4w","EmilyThornberry",1463468797986279424,"2021-11-24T11:25:26Z","It’s early days for the government’s new Export Support Service (ESS) – the helpline set up with great fanfare last month to help businesses resolve their post-Brexit problems trading with Europe – but so far, something’s not going right. Here’s a quick look at the numbers. (1/6) https://t.co/lKTdjC1L4w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text956101.1","@BeckyLees20 @Go_CheshireWest please join the rather long queue ;-)","SamanthaDixonMP",783788241795383296,"2016-10-05T21:57:33Z","@BeckyLees20 @Go_CheshireWest please join the rather long queue ;-)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1963656.1","What a brilliant day visiting Queen Elizabeth High School and Hexham Middle School with my colleague @GuyOpperman.","nadhimzahawi",1535330094096564224,"2022-06-10T18:36:34Z","What a brilliant day visiting Queen Elizabeth High School and Hexham Middle School with my colleague @GuyOpperman.
 
The school has undergone a multi-million pound rebuild, and thanks to its leadership, pupils in the area have the best possible opportunity to thrive.

👇🏽👇🏽👇🏽 https://t.co/cEuOoJxWYi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1244539.1","Thank you @cfoc for organising the event last night in Birmingham, celebrating the Commonwealth Games.","HuddlestonNigel",1555574758967738368,"2022-08-05T15:21:38Z","Thank you @cfoc for organising the event last night in Birmingham, celebrating the Commonwealth Games.
And a huge thank you to all activists and MPs who attended and especially @andy4wm for both speaking at the event and helping ensure the games took place in the West Midlands! https://t.co/YZ6Gi225FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text768302.2","🙏  This super church do this on the first Sunday of every month 💙 https://t.co/v9b6ClvYA3","paulbristow79",1609542131764400128,"2023-01-01T13:28:42Z","Great way to start 2023 with St Peters and All Souls Church supporting rough sleepers and those who need a hot meal. 🙏

This super church do this on the first Sunday of every month 💙 https://t.co/v9b6ClvYA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1198469.2","Stay at home to suppress the virus thus protecting the NHS which will save lives. https://t.co/cjkVkWT9xy","JSHeappey",1241075223325073408,"2020-03-20T18:52:45Z","It’s that simple folks. Stay at home to suppress the virus thus protecting the NHS which will save lives. https://t.co/cjkVkWT9xy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1618776.2","If the Government believes the UK should be doing business with states which carry out acts of Genocide then they should at least have the guts to put that view on the record.","KateOsamor",1359116595965100032,"2021-02-09T12:27:02Z","It is shameful that the Government is attempting to prevent a vote on the #GenocideAmendment today. 

If the Government believes the UK should be doing business with states which carry out acts of Genocide then they should at least have the guts to put that view on the record.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1374847.1","🎙️ Hugely enjoyable to join @IainDale &amp; @Jacqui_Smith1 earlier to record  @forthemanypod live at the Hippodrome!","BrandonLewis",1642250427507810304,"2023-04-01T19:39:48Z","🎙️ Hugely enjoyable to join @IainDale &amp; @Jacqui_Smith1 earlier to record  @forthemanypod live at the Hippodrome! https://t.co/sqG2UouMRr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text99026.2","Perhaps we just need the first one without cheating, lies, and Russian influence. https://t.co/E4sR3kCivC","lorddeben",1019209694005661696,"2018-07-17T13:18:21Z","Maybe we don’t need a second referendum. Perhaps we just need the first one without cheating, lies, and Russian influence. https://t.co/E4sR3kCivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text507656.3","Give public sector workers a fair wage. https://t.co/Y8V6GQI89r","Plaid_Cymru",1603310140496629760,"2022-12-15T08:45:00Z","Plaid Cymru's message to striking public workers: 

We stand with you. Your fight is our fight. 

Give public sector workers a fair wage. https://t.co/Y8V6GQI89r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1870471.1","A message from me and my fellow #Cheshire @Conservatives MPs and councillors about what we're doing to help with the reopening of @ChesterZoo!","edwardtimpson",1268230642229301248,"2020-06-03T17:18:42Z","A message from me and my fellow #Cheshire @Conservatives MPs and councillors about what we're doing to help with the reopening of @ChesterZoo! https://t.co/DyvDF8rp7V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1766085.2","Labour stands with the Ukrainian people. https://t.co/f9N4wmqXi4","hammersmithandy",1496793526050299904,"2022-02-24T10:26:00Z","RT @UKLabour: Vladimir Putin’s attack on Ukraine is unjustifiable. 

Labour stands with the Ukrainian people. https://t.co/f9N4wmqXi4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text701357.1","Having been contacted by many constituents concerned about the planned uplift in April, this is very welcome news.","StuartAndrew",1635920119472828416,"2023-03-15T08:25:25Z","Having been contacted by many constituents concerned about the planned uplift in April, this is very welcome news. I’m pleased HM Treasury have listened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text729677.3","@McHughJoeTD @nealerichmond @BrendanHowlin @RobertTroyTD https://t.co/x65TZ4wRID","hilarybennmp",1597295786596782080,"2022-11-28T18:26:06Z","A great pleasure to meet members of the European Affairs Committee of the Dáil this afternoon. A lively discussion on the effects of Brexit, the Northern Ireland Protocol and the future of the UK’s relationship with the EU. @McHughJoeTD @nealerichmond @BrendanHowlin @RobertTroyTD https://t.co/x65TZ4wRID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1369979.1","@MarxMedia @luhc I’ve been raising it with them for a long time, seems they can’t do anything.","EmmaLewellBuck",1503655684583268352,"2022-03-15T08:53:46Z","@MarxMedia @luhc I’ve been raising it with them for a long time, seems they can’t do anything. Hopefully raising it in Parliament will help 🤔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text806629.1","With the UK starting negotiations for a trade deal with the Gulf States serious issues remain.","RuthCadbury",1539650934246342656,"2022-06-22T16:46:02Z","With the UK starting negotiations for a trade deal with the Gulf States serious issues remain. 

Ministers need to ensure any FTA protects the rights of women, migrant workers &amp; also has clear action to tackle the climate crisis.  

https://t.co/dg8fyX6FkN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1401148.2","I shall be getting back to all emails and letters as soon as possible. https://t.co/2fRYQhNvHz","JuliaLopezMP",875301226535161856,"2017-06-15T10:37:29Z","After a full-on induction programme, I have just sworn in! I shall be getting back to all emails and letters as soon as possible. https://t.co/2fRYQhNvHz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text38093.1","Congratulations to #BAB women for putting significance on how business leadership must embrace a new style of thoughtleaders#winwin","Baroness_Verma",793417509982601216,"2016-11-01T11:40:50Z","Congratulations to #BAB women for putting significance on how business leadership must embrace a new style of thoughtleaders#winwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1200582.2","Which was a shame - he missed a great parade. https://t.co/sB1PyAmJy8","JSHeappey",878737178905411584,"2017-06-24T22:10:44Z","Invited Mr Corbyn to join us in Burnham-on-Sea for Armed Forces Day today but he didn't come. Which was a shame - he missed a great parade. https://t.co/sB1PyAmJy8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1521773.3","This should include rapidly expanding testing for HGV drivers, part or wholly funding HGV training, and supporting 100,000 new apprentices this financial year to help boost employment.","Ed_Miliband",1434082934106038272,"2021-09-04T09:16:30Z","2. Set up a taskforce to work sector by sector to identify gaps and recruit into key roles. This should include rapidly expanding testing for HGV drivers, part or wholly funding HGV training, and supporting 100,000 new apprentices this financial year to help boost employment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text607405.4","📣My question for @LabourLordsUK on this important matter 👇 https://t.co/22zZWgYdb6","Vernon_Coaker",1410285044556611584,"2021-06-30T17:12:11Z","❗Third known Ministry Of Defence security breach in a year. 
❓Have all the lost documents been recovered?  
❓How can it happen that evidence of preparations for the armed forces conduct around the world was leaked? 
📣My question for @LabourLordsUK on this important matter 👇 https://t.co/22zZWgYdb6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1568474.2","Whatever happens - you always have more options and opportunities than you…","DavidMundellDCT",1290576383375286272,"2020-08-04T09:12:42Z","RT @olivermundell: 🤞for everyone receiving their results today. Whatever happens - you always have more options and opportunities than you…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text326811.2","Grateful for all the experts (like you and @duncanshrubsole ) I can listen to and learn from.","dianabarran",1156264870947545088,"2019-07-30T18:06:42Z","Very kind Paul. Grateful for all the experts (like you and @duncanshrubsole ) I can listen to and learn from.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1859213.2","I’ll be sharing more throughout the week for the #NowIsTheTime campaign or you can visit:  https://t.co/Mr21Tw18HZ","RThomsonMP",1445018199301500928,"2021-10-04T13:29:20Z","Today marks the first day of Challenge Poverty Week organised by Poverty Alliance. I’ll be sharing more throughout the week for the #NowIsTheTime campaign or you can visit:
 https://t.co/Mr21Tw18HZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1274070.1","MPs @commonspacac warned of “generation gap” created by  recruitment freeze | Civil Service World (@CSWnews) https://t.co/rfdt2PZK3Y","bernardjenkin",774336104979890176,"2016-09-09T19:58:08Z","MPs @commonspacac warned of “generation gap” created by  recruitment freeze | Civil Service World (@CSWnews) https://t.co/rfdt2PZK3Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text251033.2","Not because she’s a woman or a Welsh speaker or represents West W…","Eluned_Morgan",1058825729557827584,"2018-11-03T20:58:20Z","RT @CarysNon: Would love @Eluned_Morgan to be Wales’ next First Minister. Not because she’s a woman or a Welsh speaker or represents West W…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1923827.1","In lieu of leadership from this Government (watch this clip below), please wear a mask in public spaces.","MattWestern_",1283716754288578560,"2020-07-16T10:54:59Z","In lieu of leadership from this Government (watch this clip below), please wear a mask in public spaces.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1480655.2","🔎  In 2016, the SNP increased its constituency vote, but we lost our majority an…","Stuart_McDonald",1362430752621740032,"2021-02-18T15:56:18Z","RT @theSNP: 🏴󠁧󠁢󠁳󠁣󠁴󠁿  Make it #BothVotesSNP for #IndyRef2.

🔎  In 2016, the SNP increased its constituency vote, but we lost our majority an…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text940621.1","3⃣ I was also pleased that  we remembered our good friend the late Sean McGovern - a Trade Union Champion for Disabled People, who was an inspiration to us all.","MarshadeCordova",1599810071675822080,"2022-12-05T16:56:58Z","3⃣ I was also pleased that  we remembered our good friend the late Sean McGovern - a Trade Union Champion for Disabled People, who was an inspiration to us all.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1769130.3","Regardless of whether or not you are a Christian I hope there is something in here you can take comfort from.","CatSmithMP",1342430928048689152,"2020-12-25T11:24:09Z","2020 has been a difficult year. Reflecting on the conversations I have had across the Lancaster and Fleetwood this year, I want to share this with you. Regardless of whether or not you are a Christian I hope there is something in here you can take comfort from.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text992063.2","Today, with the help of #UKaid, Africa has been declared wild polio free.","JamesDuddridge",1298330544103727104,"2020-08-25T18:44:58Z","Wild polio paralysed an estimated 75,000 children in Africa in 1996. Today, with the help of #UKaid, Africa has been declared wild polio free. I congratulate all of those involved in this great achievement. Now we must finish the job and wipe out all types of polio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1792943.1","For those MPs who voted against former PM @David_Cameron when he proposed military action to deter the use of chemical weapons in Syria - this is the result. https://t.co/fDZ2cKnSEz","Royston_Smith",982931899701235712,"2018-04-08T10:43:21Z","For those MPs who voted against former PM @David_Cameron when he proposed military action to deter the use of chemical weapons in Syria - this is the result. https://t.co/fDZ2cKnSEz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text485701.2","They were not taken lightly but forced upon us by the circumstances our country is facing."""" #indyref2023 https://t.co/vvBn1xd5sO","AlbaParty",1548345077688283136,"2022-07-16T16:33:28Z","ALBA Depute Leader, @KennyMacAskill explains why he and @JNHanvey protested in the Commons this week⤵

📝 """"Our actions in the Chamber were necessary. They were not taken lightly but forced upon us by the circumstances our country is facing."""" #indyref2023
https://t.co/vvBn1xd5sO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1182083.2","Today @Commonswomequ I told @Miss_Snuffy, Chair of the Social Mobility Commission, that the Government needs to learn how it's done from local organisations like @Faithinfamilies.","carolynharris24",1595451972072636416,"2022-11-23T16:19:26Z","Why are we, 22 years later, still talking about social mobility?

Today @Commonswomequ I told @Miss_Snuffy, Chair of the Social Mobility Commission, that the Government needs to learn how it's done from local organisations like @Faithinfamilies.

Less talking, more action please! https://t.co/7jcon9B9M7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text594598.1","Iran was today voted off the UN  Commission on the Status of Women by 29 countries in favour with only 8 against.","DavidAltonHL",1603134416771239936,"2022-12-14T21:06:44Z","Iran was today voted off the UN  Commission on the Status of Women by 29 countries in favour with only 8 against. Among the 8 supporting Iran’s theocratic dictatorship were the CCP and Putin. https://t.co/DtT5MTp1wx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text843970.1","@Heather43jjc @AmmarAlChalabi @CharlotteHawkns @MadeleineMoon @mndassoc I’ll be supporting Madeline Moon’s 10 Minute rule bill on 18 July.","BambosMP",1015629618454376448,"2018-07-07T16:12:25Z","@Heather43jjc @AmmarAlChalabi @CharlotteHawkns @MadeleineMoon @mndassoc I’ll be supporting Madeline Moon’s 10
Minute rule bill on 18 July.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text633669.1","The @Equality_Caucus campaign also has an interesting map showing the progress of conversion therapy bans worldwide https://t.co/Bu6qEHxscm","nickherbertcbe",1463462208847986688,"2021-11-24T10:59:15Z","The @Equality_Caucus campaign also has an interesting map showing the progress of conversion therapy bans worldwide https://t.co/Bu6qEHxscm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1400924.1","Terrific visits today to @TapestryCare to hear about their plans to give improve the lives of those with dementia and their carers, and Langtons Infants and @langtonsreach2 where I was grilled by their Learner Council.","JuliaLopezMP",997149797365764096,"2018-05-17T16:20:12Z","Terrific visits today to @TapestryCare to hear about their plans to give improve the lives of those with dementia and their carers, and Langtons Infants and @langtonsreach2 where I was grilled by their Learner Council. A day full of inspirational people. https://t.co/k5UQPM53c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1761034.1","Looking forward to my first appearance on @BBCScotNine reflecting on the day’s events.","TommySheppard",1105941055017545728,"2019-03-13T21:17:49Z","Looking forward to my first appearance on @BBCScotNine reflecting on the day’s events. Should be plenty to talk about #Brexit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text424522.1","@FIAformulaE Spark-Renault race car looks great on @QualcommHalo stand at @EVS27Bcn http://t.co/DEIMUujbRE","lorddrayson",402434669385646080,"2013-11-18T13:54:36Z","@FIAformulaE Spark-Renault race car looks great on @QualcommHalo stand at @EVS27Bcn http://t.co/DEIMUujbRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1812672.2","The UK must be the global leader in embedding sustainability and ESG across the minerals and materials value chain.","Alex_Stafford",1392779556679995392,"2021-05-13T09:51:37Z","Great to present @RawResponsible Materials ESG Toolbox Conference this morning. The UK must be the global leader in embedding sustainability and ESG across the minerals and materials value chain. #ResponsibleRawMaterials #esg #sustainability #esgtoolkit https://t.co/tzTnXOsTiq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1578888.1","1/ The Foreign Secretary seemed keen to dodge the hard questions when he appeared before the Foreign Affairs Select Committee – but here’s what we managed to learn anyway… ⬇️","lisanandy",1433173220937580544,"2021-09-01T21:01:37Z","1/ The Foreign Secretary seemed keen to dodge the hard questions when he appeared before the Foreign Affairs Select Committee – but here’s what we managed to learn anyway… ⬇️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text277885.2","If you want to read more, see here -&gt; https://t.co/CHTfTeDI7Y @BasicBooks","rabbisacks",1300503075136974848,"2020-08-31T18:37:49Z","I can’t promise billboards, but I can promise that I write in detail about all these points and more in my new book, ‘Morality: Restoring the Common Good in Divided Times’, out TOMORROW, in North America. If you want to read more, see here -&gt; https://t.co/CHTfTeDI7Y @BasicBooks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
